gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,49152,7168,16384,cktile,28,0,5061.2319,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2281.04,321.54,0.0
gfx950,256,49152,65536,1536,asm,25,1,9802.4377,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,1009.5,675.2,0.0
gfx950,256,57344,6144,7168,cktile,27,0,2389.4546,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2113.82,485.35,0.0
gfx950,256,57344,7168,3072,ck,13,0,1394.5495,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1810.94,731.61,0.0
gfx950,256,57344,7168,7168,cktile,29,0,2679.8626,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2198.88,479.32,0.0
gfx950,256,57344,7168,16384,cktile,11,0,5898.9638,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2283.29,318.54,0.0
gfx950,256,57344,65536,1536,asm,25,1,11610.4829,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,994.35,663.62,0.0
gfx950,256,65536,6144,7168,cktile,29,0,2727.8049,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2116.15,483.58,0.0
gfx950,256,65536,7168,3072,cktile,29,0,1590.6561,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1814.48,731.06,0.0
gfx950,256,65536,7168,7168,cktile,11,0,3042.0038,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2213.84,480.17,0.0
gfx950,256,65536,7168,16384,cktile,11,0,6861.8887,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2243.28,310.51,0.0
gfx950,256,65536,65536,1536,asm,25,1,13048.6293,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,1011.15,673.73,0.0
gfx950,256,2796,2048,7168,flydsl8w,114,0,59.4719,flydsl8w_blockscale_bpreshuffle_128x256_wpe2_xcd0_ps0,1380.33,776.4,0.0
gfx950,256,2796,6144,7168,flydsl8w,118,0,163.8584,flydsl8w_blockscale_bpreshuffle_128x256_wpe4_xcd0_ps0,1502.96,600.76,0.0
gfx950,256,2796,7168,3072,flydsl8w,118,0,85.3356,flydsl8w_blockscale_bpreshuffle_128x256_wpe4_xcd0_ps0,1442.97,828.41,0.0
gfx950,256,4076,6144,7168,flydsl8w,112,0,187.8152,flydsl8w_blockscale_bpreshuffle_128x256_wpe1_xcd0_ps0,1911.54,656.72,0.0
gfx950,256,4076,7168,3072,flydsl8w,112,0,116.5922,flydsl8w_blockscale_bpreshuffle_128x256_wpe1_xcd0_ps0,1539.62,797.44,0.0
